budget,original_language,popularity,runtime,status,days_since_release,weekday,day,month,year,no_genres,no_companies,no_actors,no_keywords,no_countries,no_crew,overview_0,overview_1,overview_2,overview_3,overview_4,overview_5,overview_6,overview_7,overview_8,overview_9,overview_10,overview_11,overview_12,overview_13,overview_14,overview_15,overview_16,overview_17,overview_18,overview_19,Keywords_woman director,Keywords_independent film,Keywords_duringcreditsstinger,Keywords_based on novel,Keywords_murder,Keywords_violence,Keywords_love,Keywords_revenge,Keywords_sex,Keywords_aftercreditsstinger,Keywords_biography,Keywords_sport,Keywords_friendship,Keywords_dystopia,Keywords_police,Keywords_suspense,Keywords_sequel,Keywords_nudity,Keywords_musical,Keywords_teenager,cast_Samuel L. Jackson,cast_Robert De Niro,cast_Bruce Willis,cast_Morgan Freeman,cast_Liam Neeson,cast_Willem Dafoe,cast_Steve Buscemi,cast_Sylvester Stallone,cast_Nicolas Cage,cast_Matt Damon,cast_J.K. Simmons,cast_John Goodman,cast_Julianne Moore,cast_Christopher Walken,cast_Robin Williams,cast_Johnny Depp,cast_Stanley Tucci,cast_Harrison Ford,cast_Richard Jenkins,cast_Ben Stiller,crew_Avy Kaufman,crew_Steven Spielberg,crew_Robert Rodriguez,crew_Mary Vernieu,crew_Deborah Aquila,crew_Bob Weinstein,crew_Harvey Weinstein,crew_Hans Zimmer,crew_Tricia Wood,crew_James Newton Howard,crew_James Horner,crew_Luc Besson,crew_Francine Maisler,crew_Kerry Barden,crew_Jerry Goldsmith,crew_John Williams,crew_Danny Elfman,crew_Alan Silvestri,crew_Billy Hopkins,crew_Suzanne Smith,character_,character_Himself,character_Herself,character_Dancer,character_Additional Voices (voice),character_Doctor,character_Reporter,character_Nurse,character_Waitress,character_Bartender,character_Priest,character_Soldier,character_Security Guard,character_(uncredited),character_Cop,character_Paul,character_Jack,character_Frank,character_Sam,character_Charlie,production_companies_Warner Bros.,production_companies_Universal Pictures,production_companies_Paramount Pictures,production_companies_Twentieth Century Fox Film Corporation,production_companies_Columbia Pictures,production_companies_Metro-Goldwyn-Mayer (MGM),production_companies_New Line Cinema,production_companies_Touchstone Pictures,production_companies_Walt Disney Pictures,production_companies_Columbia Pictures Corporation,production_companies_Canal+,production_companies_TriStar Pictures,production_companies_Relativity Media,production_companies_United Artists,production_companies_Miramax Films,production_companies_Village Roadshow Pictures,production_companies_Regency Enterprises,production_companies_DreamWorks SKG,production_companies_Fox Searchlight Pictures,production_companies_Amblin Entertainment,production_countries_US,production_countries_GB,production_countries_FR,production_countries_DE,production_countries_CA,production_countries_IN,production_countries_IT,production_countries_JP,production_countries_AU,production_countries_ES,production_countries_RU,production_countries_CN,production_countries_HK,production_countries_BE,production_countries_IE,production_countries_KR,production_countries_SE,production_countries_MX,production_countries_NL,production_countries_DK,spoken_languages_en,spoken_languages_fr,spoken_languages_es,spoken_languages_de,spoken_languages_ru,spoken_languages_it,spoken_languages_ja,spoken_languages_zh,spoken_languages_hi,spoken_languages_ar,spoken_languages_pt,spoken_languages_cn,spoken_languages_ko,spoken_languages_pl,spoken_languages_la,spoken_languages_hu,spoken_languages_cs,spoken_languages_th,spoken_languages_ta,spoken_languages_sv,genres_Comedy,genres_Drama,genres_Family,genres_Romance,genres_Thriller,genres_Action,genres_Animation,genres_Adventure,genres_Horror,genres_Documentary,genres_Music,genres_Crime,genres_Science Fiction,genres_Mystery,genres_Foreign,genres_Fantasy,genres_War,genres_Western,genres_History,genres_TV Movie
16.454567887579532,en,6.575392999999999,93.0,Released,1776,4,20,2,2015,1,3,24,4,1,72,-0.24684420497766857,0.03278672053671346,0.2169688723676292,-0.06189131714275171,0.012926541606028533,-0.16064981730847522,0.35510260329164306,0.5745295167996965,-0.5874722420141615,0.12799434140645738,0.5467428965815182,-0.14224349655981722,0.029037676769678063,-0.0691653929393867,0.40238372185106935,0.31911567983956174,0.652760860991889,-0.33898882156816024,-0.31907039016870586,-0.49983545039491406,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.50439001207821,en,8.248895,113.0,Released,5626,4,6,8,2004,4,1,20,4,1,9,-0.28622014437248744,0.03779308635242067,0.3932993764536914,-0.16867699079127793,0.06278281757419092,-0.1843152141765408,0.4073540937641393,0.6193514706000037,-0.6050201139372328,0.06033451953713877,0.6333603436748186,-0.2285072810381003,0.13691188462847925,0.024017498690122062,0.4418221942918456,0.290581697591351,0.8524662748627041,-0.25212388599596824,-0.30554066876462405,-0.3924264836030594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.009433026436708,en,64.29999000000001,105.0,Released,1909,4,10,10,2014,1,3,51,12,1,64,-0.27487230123508544,0.04713624684760968,0.3846974244252557,0.04496653078656111,0.08671346612806831,-0.16599417335930325,0.37339068487996147,0.6048196529348692,-0.6010827592441014,0.1509047547089202,0.5064209160350618,-0.23843895306899435,0.12245729925676382,-0.01062293304130435,0.3708027491257304,0.28813541538658594,0.6378720044380143,-0.38159141565362614,-0.32080942676180885,-0.3292971622376215,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.997832114758229,hi,3.174936,122.0,Released,2854,4,9,3,2012,2,0,7,7,1,3,-0.3215126068898826,0.04956768489836787,0.3912385818996252,-0.10797970720719044,0.04697953120026236,-0.2633231840132234,0.40701937422496626,0.6403910582885146,-0.6117734486380448,0.12367462611291558,0.5327636794043848,-0.1960714159739347,0.10782708010083297,0.022821409318846866,0.4686920286084597,0.26488394852584374,0.8006784923804494,-0.2689168807835533,-0.3222648004213205,-0.3243292334014908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.28476312983885,ko,1.1480700000000001,118.0,Released,3982,3,5,2,2009,2,0,4,0,1,2,-0.2833858166122809,0.0011788511765189469,0.3652734692732338,0.088337677247182,0.10903638039599173,-0.20960084907710552,0.41825278219766915,0.6574831525795162,-0.6153235794045031,0.18061292081256397,0.544131230097264,-0.30113862408325076,0.10393949498029542,-0.0019877886516042054,0.43433907884173095,0.2884155698120594,0.637258168309927,-0.46095523540861905,-0.3901559986115899,-0.36651014327071607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.89495209964411,en,0.743274,83.0,Released,11836,3,6,8,1987,3,0,4,0,0,11,-0.3028289190094386,0.0563631400831842,0.3475449093384668,0.07290797916773174,0.07399513550002926,-0.16834676558417933,0.37604309325771673,0.6217637455889157,-0.658867279865912,0.16457078585933363,0.5304791631975344,-0.25674161820539404,0.14117521124301544,-0.03659414862548666,0.3232996945402452,0.3090335838496685,0.6135077476501465,-0.46309443483395235,-0.35345541526164326,-0.36594741152865545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
16.454567887579532,en,7.2864770000000005,92.0,Released,2680,3,30,8,2012,2,2,14,0,2,77,-0.3495501638987126,0.10010060268000533,0.4118683636427308,0.09763787583543514,0.09682667747330971,-0.1406848911100473,0.41234336325373405,0.6697676590619943,-0.6531392290041997,0.19785792193112847,0.5270612090826035,-0.24155186202663642,0.09739587821352941,-0.030056413280992553,0.35774864160861725,0.24460623718989202,0.6100860646901987,-0.45340574150666213,-0.3665527263895059,-0.29905098621757364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16.28476312983885,en,1.9490439999999998,84.0,Released,5830,3,15,1,2004,1,0,4,7,0,1,-0.24278344814665614,-0.03541415432409849,0.23592305174970535,0.006908515386749059,-0.005407583741180133,-0.1857064480893314,0.36293512606061995,0.543026227131486,-0.5489875277504325,0.1096168503165245,0.49156225100159645,-0.1856069869827479,0.10060931784901186,-0.028797330465022242,0.3815754029434174,0.30030030719935896,0.5567482622340322,-0.38489473697736687,-0.2906639818800613,-0.4723945090081543,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16.28476312983885,en,6.902423,100.0,Released,8720,4,16,2,1996,5,3,12,4,1,8,-0.2825051785260439,-0.02715783181289832,0.3380338799487799,-0.10818183176452294,0.03939383105995754,-0.18195058653752008,0.41036858677864074,0.6273919982711474,-0.5834034638603528,0.05711539306367437,0.6133731071154277,-0.19268060850600402,0.07165255360382919,-0.039180247328865034,0.44366191744804384,0.281678301266705,0.7493577308456103,-0.31746475555284026,-0.317347717769444,-0.38164599783718584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
15.60727002719233,en,4.672036,91.0,Released,6104,2,16,4,2003,2,1,20,2,1,11,-0.3141130980104208,0.014200287656858563,0.2671256751893088,0.010452811715658754,-0.011800592779181898,-0.2674907249584794,0.35977931402623653,0.6270041790604591,-0.5508439862728118,0.12645993411540984,0.5117889997363091,-0.16163805574178697,0.0728160903439857,0.039776034634560344,0.4766667217761278,0.33570965953171256,0.5742629052698612,-0.33387518910691144,-0.28118182241916656,-0.4338877187669277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
